_id,Ministry,Ministere,Agency,Organisme,Position,Poste,Member / Membre,Term Start / Debut du mandat,Term End / Fin du mandat,Location / Emplacement
549,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Tavlin Kaur,2021-07-16,2024-03-27T00:00:00,Concord
550,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Jana Rozehnal,2022-01-17,2025-01-16T00:00:00,Springwater (Minesing)
551,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Laura Hartslief,2022-01-17,2025-01-16T00:00:00,UNIONVILLE
552,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Nicole Huneault,2022-02-18,2025-02-17T00:00:00,Sudbury
553,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),Kimberly  Parish,2022-02-21,2025-02-20T00:00:00,Aurora
554,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),,,,
555,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Member (Part-Time),Membre (Temps Partiel),,,,
556,Attorney General,Ministère Du Procureur Général,Landlord and Tenant Board (Tribunals Ontario),Commission De La Location Immobilière (Tribunaux Decisionnels Ontario),Executive Chair (Full-Time),Présidente Exécutif (Plein Temps),Sean Weir,2022-12-02,2025-12-01T00:00:00,Oakville
557,Attorney General,Ministère Du Procureur Général,Law Foundation of Ontario,Fondation Du Droit De L'ontario,Member (Part-Time),Membre (Temps Partiel),Stephen Thiele,2022-04-10,2025-04-09T00:00:00,Toronto
558,Attorney General,Ministère Du Procureur Général,Law Foundation of Ontario,Fondation Du Droit De L'ontario,Member (Part-Time),Membre (Temps Partiel),Heather Johnston,2022-10-25,2025-10-24T00:00:00,Collingwood
559,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),Benson Lau,2019-06-26,2023-05-24T00:00:00,Toronto
560,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),Clare Sellers,2019-06-06,2023-05-24T00:00:00,Toronto
561,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),DOUG WELLMAN,2019-06-06,2023-05-24T00:00:00,PICKERING
562,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),Genevieve Painchaud,2019-06-06,2023-05-24T00:00:00,Ottawa
563,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),Gerald Sheff,2019-05-23,2023-05-24T00:00:00,Toronto
564,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),Margaret Catherine Banning,2021-02-18,2023-05-24T00:00:00,Ware
565,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),seymour epstein,2019-05-23,2023-05-24T00:00:00,TORONTO
566,Attorney General,Ministère Du Procureur Général,Law Society of Ontario,Barreau De L'ontario,Member (Part-Time),Membre (Temps Partiel),,,,
567,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Chair (Full-Time),Présidence (Plein Temps),James Stephen Pengelly,2022-04-14,2025-04-13T00:00:00,Bath
568,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Jennifer Gold,2020-12-10,2022-12-09T00:00:00,Brampton
569,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Deborah Moriah,2021-01-07,2023-01-06T00:00:00,Toronto
570,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Peter Johnson,2021-01-07,2023-01-06T00:00:00,Toronto
571,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Bryn Gray,2021-01-14,2023-01-13T00:00:00,Toronto
572,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),John Callaghan,2021-01-14,2023-01-13T00:00:00,Toronto
573,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Judy Mintz,2020-03-05,2023-03-04T00:00:00,TORONTO
574,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Christopher Uwagboe,2021-04-08,2023-04-07T00:00:00,London
575,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Julia Bailey,2021-04-29,2023-04-28T00:00:00,Orillia
576,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),Louise Harris,2022-09-08,2024-09-07T00:00:00,Oakville
577,Attorney General,Ministère Du Procureur Général,Legal Aid Ontario,Aide Juridique Ontario,Member (Part-Time),Membre (Temps Partiel),,,,
578,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Associate Chair (Full-Time),Président Associé (Plein Temps),Sara Mintz,2021-08-26,2024-08-25T00:00:00,Toronto
579,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),D. Gregory Flude,2020-02-08,2023-02-07T00:00:00,TORONTO
580,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Theresa McGee,2020-02-28,2023-02-27T00:00:00,Scarborough
581,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Ian Maedel,2022-12-03,2023-12-02T00:00:00,Norwich
582,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Neil Levine,2022-01-06,2024-01-05T00:00:00,Toronto
583,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Lindsay Lake,2022-02-03,2024-02-02T00:00:00,Thorndale
584,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Brett Todd,2022-02-17,2024-02-16T00:00:00,Prescott
585,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Nancy Aquilina,2022-02-17,2024-02-16T00:00:00,Toronto
586,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Tyler Moore,2022-02-25,2024-02-24T00:00:00,Peterborough
587,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Jeffery Campbell,2022-03-17,2024-03-16T00:00:00,St. Catharines
588,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Chloe Lester,2022-08-31,2024-08-30T00:00:00,Ajax
589,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Jesse Boyce,2022-11-12,2025-11-11T00:00:00,Toronto
590,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),Sandeep Johal,2022-11-20,2025-11-19T00:00:00,Brampton
591,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),,,,
592,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),,,,
593,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),,,,
594,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Full-Time),Vice-Présidence (Plein Temps),,,,
595,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Terry Hunter,2020-01-01,2022-12-31T00:00:00,Hillsdale
596,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Jeanie Theoharis,2021-07-15,2023-05-26T00:00:00,Mississauga
597,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Kenneth Fishman,2021-12-16,2023-12-15T00:00:00,Toronto
598,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Monica Ciriello,2022-01-06,2024-01-05T00:00:00,Ancaster
599,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Elizabeth Louise Logan,2022-02-10,2024-02-09T00:00:00,Toronto
600,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Geoff Pollock,2022-02-10,2024-02-09T00:00:00,Toronto
601,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Julian DiBattista,2022-02-10,2024-02-09T00:00:00,Hamilton
602,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Beverly Brooks,2022-02-17,2024-02-16T00:00:00,North York
603,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Christopher Climo,2022-02-17,2024-02-16T00:00:00,Mississauga
604,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Jan Dymond,2022-02-17,2024-02-16T00:00:00,Toronto
605,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),Avril Farlam,2021-06-30,2026-06-29T00:00:00,WINDSOR
606,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Vice-Chair (Part-Time),Vice-Présidence (Temps Partiel),,,,
607,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Member (Full-Time),Membre (Plein Temps),Craig Mazerolle,2019-12-14,2022-12-13T00:00:00,Toronto
608,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Member (Full-Time),Membre (Plein Temps),Deborah Neilson,2020-01-01,2022-12-31T00:00:00,Meaford
609,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Member (Full-Time),Membre (Plein Temps),Derek Grant,2020-01-01,2022-12-31T00:00:00,MILTON
610,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Member (Full-Time),Membre (Plein Temps),Rakesh Sharma,2022-01-16,2023-01-15T00:00:00,MARKHAM
611,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Member (Full-Time),Membre (Plein Temps),Jessica Cavdar,2020-01-18,2023-01-17T00:00:00,Toronto
612,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Member (Full-Time),Membre (Plein Temps),Melody Maleki-Yazdi,2020-01-18,2023-01-17T00:00:00,Toronto
613,Attorney General,Ministère Du Procureur Général,Licence Appeal Tribunal (Tribunals Ontario),Tribunal D'appel En Matière De Permis (Tribunaux Decisionnels Ontario),Member (Full-Time),Membre (Plein Temps),Sandra Driesel,2020-01-24,2023-01-23T00:00:00,Scarborough
