 Amount ,Ministry,Category,Payment Detail,Recipient,Statutory,Additional Detail
" $20,635,261 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Oshawa/Clarington,No Value,No Value
" $8,979,160 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Owen Sound And District,No Value,No Value
" $3,882,095 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Parry Sound,No Value,No Value
" $8,688,935 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Port Colborne Wainfleet,No Value,No Value
" $11,972,173 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Prince Edward,No Value,No Value
" $3,548,510 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Quinte West,No Value,No Value
" $5,999,032 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Renfrew County South,No Value,No Value
" $11,646,496 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Sarnia-Lambton,No Value,No Value
" $1,256,635 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,"Community Living Six Nations ""Ronatahskats""",No Value,No Value
" $11,385,536 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living South Muskoka,No Value,No Value
" $13,464,238 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living St Catharines,No Value,No Value
" $4,578,510 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living St. Marys And Area,No Value,No Value
" $9,789,615 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Stratford And Area,No Value,No Value
" $5,376,829 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Temiskaming South,No Value,No Value
" $20,321,059 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Thunder Bay,No Value,No Value
" $7,599,823 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Tillsonburg,No Value,No Value
" $5,238,083 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Timmins Integration Communautaire,No Value,No Value
" $86,666,778 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Toronto,No Value,No Value
" $25,018,509 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Trent Highlands,No Value,No Value
" $9,232,791 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Upper Ottawa Valley,No Value,No Value
" $6,519,230 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Walkerton And District,No Value,No Value
" $15,185,644 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Wallaceburg,No Value,No Value
" $9,606,857 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Welland Pelham,No Value,No Value
" $7,213,820 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living West Nipissing Integration Communautaire De Nipissing Ouest,No Value,No Value
" $32,434,277 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Windsor,No Value,No Value
" $3,530,766 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living Wingham & District,No Value,No Value
" $16,338,782 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living York South,No Value,No Value
" $6,116,615 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Living-Central Huron,No Value,No Value
" $380,806 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Options For Justice (Oxford),No Value,No Value
" $181,000 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Outreach Canada,No Value,No Value
" $15,599,312 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Services Coordination Network (Ontario),No Value,No Value
" $224,183 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Support Centre-Northwest,No Value,No Value
" $1,937,628 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Visions And Networking (Quinte),No Value,No Value
" $202,470 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Community Ywca Of Muskoka,No Value,No Value
" $1,227,951 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Compass Community Services,No Value,No Value
" $1,177,322 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,"Compass, Boussole, Akii-Izhinoogan Mental Health, Developmental And Community Services For Children, Youth And Families",No Value,No Value
" $361,895 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Conestoga College Institute Of Technology & Advanced Learning,No Value,No Value
" $249,875 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Confederation College Of Applied Arts & Technology,No Value,No Value
" $2,499,872 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Connections An Early Years Family Centre Inc,No Value,No Value
" $6,631,153 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Connectwell Community Health,No Value,No Value
" $253,228 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Conseil Des Ecoles Catholiques Du Centre Est De L'Ontario (Cecce),No Value,No Value
" $315,114 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Conseil Des Ecoles Publiques De L'Est De L'Ontario,No Value,No Value
" $3,977,463 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Constance Lake First Nation,No Value,No Value
" $831,747 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Contact Brant For Children's And Developmental Services,No Value,No Value
" $5,308,205 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Contact Hamilton For Children's And Developmental Services,No Value,No Value
" $778,856 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Contact Niagara For Children's & Developmental Services,No Value,No Value
" $2,408,530 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Corbrook-Awakening Abilities,No Value,No Value
" $1,343,656 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Cornerstone Family Violence Prevention Centre,No Value,No Value
" $429,769 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Cornwall Community Hospital,No Value,No Value
" $4,914,215 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Corporation Of The County Of Bruce,No Value,No Value
" $5,624,646 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Corporation Of The County Of Northumberland,No Value,No Value
" $48,090,815 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Corporation Of The County Of Simcoe,No Value,No Value
" $18,134,510 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Corporation Of The County Of Wellington,No Value,No Value
" $1,048,891 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Costi Immigrant Services,No Value,No Value
" $45,820,445 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Cota Health,No Value,No Value
" $251,642 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Cotnam-Saunders Job Placement Services,No Value,No Value
" $687,121 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Couchiching First Nation,No Value,No Value
" $426,067 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Counselling And Family Service Ottawa / Service Familial Et Counseling Ottawa,No Value,No Value
" $349,206 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Counselling Centre Of East Algoma,No Value,No Value
" $5,721,014 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Counselling Services Of Belleville And District,No Value,No Value
" $4,434,205 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Dufferin,No Value,No Value
" $12,167,768 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Grey,No Value,No Value
" $21,968,461 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Hastings,No Value,No Value
" $4,416,172 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Huron,No Value,No Value
" $28,887,631 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Lambton,No Value,No Value
" $8,966,166 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Lanark,No Value,No Value
" $8,922,887 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Lennox And Addington,No Value,No Value
" $12,071,614 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Oxford,No Value,No Value
" $11,420,698 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,County Of Renfrew,No Value,No Value
" $968,350 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Covenant House Toronto,No Value,No Value
" $2,106,551 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Craigwood Youth Services,No Value,No Value
" $3,367,205 ","Ministry Of Children, Community And Social Services",Transfer Payments,No Value,Crest Support Services (Meadowcrest) Inc,No Value,No Value
